,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
851,Jester - 12 BLUE,Jester - 12 BLUE,8.0,-2.0,-18.0
850,Jester - 12 BLUE,12 BLUE - Jester,-10.0,14.0,-14.0
849,Jester - 11 BLUE,Jester - 11 BLUE,-4.0,-10.0,-20.0
848,Jester - 11 BLUE,11 BLUE - Jester,-10.0,30.0,-10.0
845,Jester - 10 BLUE,Jester - 10 BLUE,8.0,-10.0,-20.0
844,Jester - 10 BLUE,10 BLUE - Jester,-10.0,6.0,-16.0
885,Jester - 9 BLUE,Jester - 9 BLUE,14.0,-10.0,-20.0
884,Jester - 9 BLUE,9 BLUE - Jester,2.0,6.0,-16.0
880,Jester - 8 BLUE,8 BLUE - Jester,8.0,-2.0,-18.0
881,Jester - 8 BLUE,Jester - 8 BLUE,20.0,-10.0,-20.0
876,Jester - 7 BLUE,7 BLUE - Jester,14.0,-2.0,-18.0
877,Jester - 7 BLUE,Jester - 7 BLUE,14.0,-2.0,-18.0
872,Jester - 6 BLUE,6 BLUE - Jester,8.0,6.0,-16.0
873,Jester - 6 BLUE,Jester - 6 BLUE,14.0,-10.0,-20.0
870,Jester - 5 BLUE,5 BLUE - Jester,2.0,6.0,-16.0
871,Jester - 5 BLUE,Jester - 5 BLUE,14.0,-10.0,-20.0
866,Jester - 4 BLUE,4 BLUE - Jester,2.0,-2.0,-18.0
867,Jester - 4 BLUE,Jester - 4 BLUE,20.0,-10.0,-20.0
862,Jester - 3 BLUE,3 BLUE - Jester,2.0,-10.0,-20.0
863,Jester - 3 BLUE,Jester - 3 BLUE,20.0,-10.0,-20.0
859,Jester - 2 BLUE,Jester - 2 BLUE,20.0,-10.0,-20.0
858,Jester - 2 BLUE,2 BLUE - Jester,8.0,-10.0,-20.0
841,Jester - 1 BLUE,Jester - 1 BLUE,20.0,-10.0,-20.0
840,Jester - 1 BLUE,1 BLUE - Jester,8.0,6.0,-16.0
888,Jester - Jester,Jester - Jester,20.0,-10.0,-20.0
